,WBA02_Storage_AF,WBA03_Storage_AF,WBA04_Storage_AF,WBA05_Storage_AF,WBA06_Storage_AF,WBA07N_Storage_AF,WBA07S_Storage_AF,WBA08N_Storage_AF,WBA08S_Storage_AF,WBA09_Storage_AF,WBA10_Storage_AF,WBA11_Storage_AF,WBA12_Storage_AF,WBA13_Storage_AF,WBA14_Storage_AF,WBA15N_Storage_AF,WBA15S_Storage_AF,WBA16_Storage_AF,WBA17N_Storage_AF,WBA17S_Storage_AF,WBA18_Storage_AF,WBA19_Storage_AF,WBA20_Storage_AF,WBA21_Storage_AF,WBA22_Storage_AF,WBA23_Storage_AF,WBA24_Storage_AF,WBA25_Storage_AF,WBA26N_Storage_AF,WBA26S_Storage_AF,WBA50_Storage_AF,WBA60N_Storage_AF,WBA60S_Storage_AF,WBA61_Storage_AF,WBA62_Storage_AF,WBA63_Storage_AF,WBA64_Storage_AF,WBA71_Storage_AF,WBA72_Storage_AF,WBA73_Storage_AF,WBA90_Storage_AF,DETAW_Storage_AF
1984-09-30,23511602.26,7178994.02,86460186.13,39439992.08,5742431.8,28802352.97,49333263.87,30374050.67,52806882.22,18718331.32,11953926.47,37599441.7,1896673.42,446121.3,1405603.37,3191077.04,8206722.24,11334674.39,6356540.32,3826795.46,13397371.66,19236939.62,47594707.27,11391505.82,12146143.59,6341037.62,4542812.24,59115292.75,15389318.12,26653423.92,14005737.57,101364041.59,50616021.65,84220707.94,93786487.77,96176455.99,146047021.07,44281844.98,109739254.43,59424620.02,367083203.42,171467176.28
1984-10-31,23505817.53,7177813.71,86450109.16,39432463.1,5741328.79,28804874.63,49328166.03,30372051.85,52794432.5,18715715.62,11954427.93,37591272.95,1895503.83,444212.96,1404678.2,3187130.48,8200923.18,11326863.86,6355669.03,3825455.74,13394626.4,19232235.63,47593458.45,11390722.69,12139308.76,6340216.77,4543605.9,59110333.48,15383499.4,26648396.16,14005576.51,101377527.78,50623255.86,84213170.3,93790736.16,96178294.94,146031352.72,44280832.19,109742143.42,59426689.96,367131468.4,171465489.93
1984-11-30,23531429.21,7195624.86,86523679.86,39480685.41,5743744.27,28830050.81,49359084.31,30411146.58,52887701.96,18758293.59,11964190.76,37602677.57,1898001.94,444218.32,1404819.85,3188796.51,8207080.73,11329167.62,6357623.01,3827583.83,13411616.92,19275173.66,47622761.07,11418962.2,12160216.15,6355210.64,4554692.68,59126853.74,15390721.05,26658417.92,14006009.77,101423425.65,50643441.15,84217375.73,93809758.58,96174884.45,146023121.88,44277410.4,109737851.89,59431669.28,367182646.16,171509610.91
1984-12-31,23535742.51,7197215.82,86546198.97,39491652.61,5745092.07,28842954.9,49370610.38,30414080.37,52890364.59,18765220.49,11970491.21,37608060.12,1899437.75,446226.56,1405297.51,3193225.78,8216466.24,11334662.33,6357842.49,3828107.15,13411006.19,19288925.87,47641993.75,11426068.26,12167385.06,6361757.58,4562950.07,59131418.54,15392569.38,26662446.86,14007045.51,101450573.11,50660237.17,84267391.27,93879321.61,96196147.3,146045182.77,44282082.75,109741032.93,59440195.85,367256214.96,171519605.57
1985-01-31,23518352.12,7185073.23,86521202.89,39463004.48,5743649.02,28839149.14,49363550.65,30390953.17,52832629.95,18741966.6,11971048.29,37599209.23,1897645.27,444602.27,1404702.56,3189411.53,8216939.27,11328179.72,6357204.07,3826506.25,13399352.34,19264542.42,47645939.54,11412897.98,12156406.98,6361569.49,4566985.87,59131887.09,15387003.27,26657992.75,14007655.03,101448190.72,50675042.58,84296931.14,93907898.5,96199636.48,146068458.58,44282429.89,109739711.75,59449008.29,367332021.8,171507337.93
1985-02-28,23511704.7,7181525.55,86509363.27,39447710.33,5743060.03,28835890.9,49353747.76,30377708.15,52796415.6,18729018.62,11970621.22,37591242.32,1897258.12,444458.24,1403444.93,3187949.13,8218409.2,11323981.33,6356113.17,3825332.23,13393275.99,19247517.45,47649163.47,11404221.67,12148136.46,6362583.04,4573402.22,59135356.32,15385235.37,26657424.04,14008138.66,101449892.53,50689160.54,84268316.93,93862555.04,96182537.56,146069046.11,44275476.19,109740781.75,59459847.34,367410290.52,171505387.98
1985-03-31,23509339.75,7180975.9,86511153.38,39446454.63,5743057.7,28838500.3,49348273.83,30375745.34,52791086.66,18726596.39,11969861.28,37586015.41,1896545.2,443675.68,1402818.94,3186415.1,8219567.79,11319580.85,6355553.64,3825253.13,13392578.41,19242916.28,47653566.2,11401498.35,12146280.32,6370457.35,4582947.26,59146339.27,15383733.47,26657145.22,14009630.95,101470676.81,50712121.73,84258954.13,93851347.09,96195318.89,146074786.91,44277392.38,109752594.99,59474817.9,367494748.95,171513787.43
1985-04-30,23510945.79,7181969.03,86503083.14,39431994.34,5742806.08,28830926.14,49328134.31,30364554.35,52760413.99,18712577.49,11967792.85,37579368.78,1894939.31,443679.73,1402233.02,3185274.89,8210736.03,11315168.62,6354428.75,3823657.19,13386728.79,19225023.23,47651552.28,11393259.08,12137574.79,6363569.36,4580801.07,59148170.21,15379840.75,26651881.61,14009204.07,101451948.37,50714089.34,84222704.48,93827978.01,96171951.63,146010573.91,44275112.75,109753849.47,59488960.94,367555883.56,171498662.44
1985-05-31,23516946.49,7188589.42,86499448.0,39422592.63,5742966.75,28822723.39,49309885.26,30361827.2,52753167.56,18707345.06,11958785.18,37583450.29,1894246.52,445445.67,1401266.12,3187045.04,8197642.57,11317325.24,6354624.09,3823444.25,13387067.48,19213637.06,47646987.2,11387913.17,12130777.71,6348556.8,4572972.07,59144088.96,15376123.05,26645910.94,14006985.71,101411751.44,50696903.31,84170331.18,93780051.48,96134568.88,145896836.55,44267545.22,109735120.66,59481857.85,367512050.98,171482994.22
1985-06-30,23518258.1,7191334.91,86485536.31,39405505.02,5742506.96,28811543.39,49291356.58,30362236.73,52756673.94,18705326.24,11944840.74,37585747.93,1893579.86,445994.25,1401325.84,3188187.08,8185422.82,11319105.24,6354636.13,3823351.96,13389192.74,19210709.65,47627309.52,11385541.48,12128829.36,6337440.78,4563473.08,59121164.71,15372563.03,26637478.88,14002061.69,101349605.77,50657411.45,84115937.29,93741553.09,96095041.98,145791409.66,44259088.71,109717806.02,59467659.6,367481639.99,171452255.25
1985-07-31,23523045.97,7196805.55,86475296.97,39395236.16,5742046.67,28804056.77,49278824.24,30370844.44,52777658.44,18711545.68,11930898.42,37585849.01,1892798.21,445240.86,1402563.32,3188005.2,8172714.96,11318423.37,6354857.3,3823280.73,13393416.83,19215181.75,47601491.96,11385924.38,12125294.06,6328061.96,4553727.85,59091056.64,15366754.63,26626504.84,13997283.54,101273747.4,50608745.44,84081111.79,93722825.78,96060118.16,145685921.0,44260122.17,109705974.07,59457869.84,367474935.88,171419320.01
1985-08-31,23516071.22,7192275.49,86449529.74,39368949.51,5741944.49,28795356.41,49265965.01,30372905.72,52787372.3,18710279.13,11919323.27,37585552.05,1891613.08,444148.91,1402773.17,3186127.75,8159167.17,11315675.19,6355265.52,3823297.82,13395898.52,19214667.55,47572619.56,11384463.82,12122134.83,6320432.15,4545448.4,59065447.23,15359364.38,26613846.34,13994336.83,101211444.5,50573893.44,84028727.15,93693340.92,96025582.74,145573136.24,44262405.05,109699054.16,59448516.14,367449645.81,171394480.49
1985-09-30,23501285.17,7181862.29,86422353.05,39344660.9,5741734.51,28797994.28,49267767.54,30372374.97,52796281.29,18706453.04,11917040.64,37583494.63,1890944.8,442857.1,1402579.58,3184358.96,8156805.05,11313274.61,6354897.98,3823996.02,13395563.21,19216088.02,47561790.26,11386286.16,12121194.29,6320155.27,4541614.94,59055568.8,15352312.9,26604783.68,13993471.67,101186451.55,50560973.06,83979263.07,93668104.13,96005002.24,145498451.42,44259873.19,109686273.19,59441011.73,367431673.43,171390038.88
1985-10-31,23492852.5,7176243.23,86399797.48,39325291.82,5740671.06,28794868.14,49254531.32,30363257.37,52767722.93,18699014.94,11912463.07,37576047.34,1890432.89,442848.2,1402717.29,3184698.36,8155215.75,11311744.89,6353524.01,3822393.59,13388835.22,19208878.6,47556075.65,11384073.56,12115796.09,6317539.5,4538360.67,59049566.42,15346492.51,26599354.92,13992845.46,101184633.74,50558276.52,83953182.35,93669392.2,95985763.49,145477472.68,44262060.32,109689729.36,59443033.94,367474410.18,171387622.76
1985-11-30,23491805.74,7176358.95,86402577.12,39329815.22,5741007.73,28804935.4,49260355.77,30370846.99,52776816.96,18708080.33,11916153.61,37577613.52,1892578.66,442645.07,1403002.78,3186082.56,8160927.48,11313095.44,6354255.83,3823275.7,13392289.17,19216214.6,47566886.1,11390571.12,12122260.28,6328155.13,4546127.05,59053903.41,15347552.33,26602372.9,13993911.57,101221209.66,50569812.96,83966932.15,93699914.12,96012321.42,145513167.89,44268875.83,109709579.01,59453579.75,367540666.59,171409530.57
1985-12-31,23492100.91,7176673.02,86414980.33,39332859.26,5742378.24,28814359.11,49265985.11,30373890.03,52777065.02,18712392.55,11922228.55,37576533.1,1892883.61,442365.33,1403297.1,3186200.82,8165940.07,11313184.32,6354385.77,3823098.2,13391663.76,19219983.33,47582447.96,11394203.89,12124658.79,6332852.67,4553889.32,59060700.75,15347889.85,26606613.32,13995323.02,101250072.41,50582012.25,83983486.77,93726324.52,96022209.38,145544372.67,44269923.58,109715236.15,59462646.04,367606741.5,171424135.73
1986-01-31,23502834.25,7181864.03,86466946.89,39364320.31,5744241.46,28833934.95,49291197.62,30396391.39,52829501.9,18736621.09,11938114.03,37588092.74,1894716.83,442508.32,1404586.99,3188164.56,8174904.13,11316841.48,6356085.55,3824784.57,13400454.09,19243202.38,47608423.65,11408273.31,12137907.01,6342830.4,4564890.28,59078026.7,15355087.92,26616455.99,13996882.86,101280875.12,50599408.29,84002066.72,93741737.55,96022581.05,145578829.95,44268855.9,109720117.81,59473960.48,367685873.96,171452815.89
1986-02-28,23577436.09,7236255.64,86608167.64,39484724.13,5755874.8,28879753.26,49339501.89,30477222.14,52947231.78,18819269.93,11966108.87,37667853.25,1913861.74,459648.68,1414081.03,3235838.2,8241046.14,11397373.86,6362308.05,3839530.02,13431899.99,19332041.06,47679669.09,11470403.06,12204120.03,6377865.95,4586480.37,59148078.91,15402190.99,26670550.92,14001623.73,101460288.96,50653453.45,84097103.0,93822526.43,96159393.37,145820066.33,44322089.58,109796609.57,59508533.02,367844281.6,171600479.55
1986-03-31,23587702.07,7241643.48,86639530.69,39518435.49,5753733.1,28891633.52,49362470.16,30480786.55,52949972.9,18828380.31,11980053.7,37704408.51,1921715.5,463826.98,1421506.0,3246197.39,8265187.27,11419228.91,6363852.8,3844409.34,13432734.54,19347568.4,47743572.49,11485660.54,12222496.71,6397177.26,4607163.22,59204043.86,15421643.01,26686020.51,14006636.65,101622986.95,50711184.38,84268470.73,93993488.74,96288654.98,146047819.94,44372480.86,109872334.58,59537019.62,368052014.04,171649123.48
1986-04-30,23530716.85,7194769.45,86566196.61,39457296.73,5748033.15,28870121.66,49338316.74,30421045.68,52864031.89,18764514.89,11977549.04,37638491.4,1908974.46,452039.38,1416728.92,3209481.88,8233654.25,11359637.1,6358565.12,3832975.07,13407285.56,19291506.09,47729153.39,11441862.52,12184631.4,6385005.85,4611951.63,59206082.3,15408177.71,26669298.45,14007498.34,101663909.49,50748247.14,84340321.34,94058613.96,96310613.0,146110495.98,44381110.74,109897983.7,59553042.67,368202615.45,171592669.27
1986-05-31,23529425.99,7196830.8,86541886.4,39431647.35,5746371.98,28854298.75,49302986.14,30395751.78,52801960.19,18733557.93,11970620.87,37616256.33,1901665.25,447734.28,1412678.0,3193645.14,8202236.79,11331389.49,6357591.52,3827682.46,13395721.15,19243912.54,47702459.57,11409323.39,12150930.09,6363653.97,4605766.92,59197812.73,15392894.71,26651310.64,14006587.91,101625238.83,50757323.67,84307322.41,94027525.55,96267351.87,145996258.28,44375514.45,109901933.88,59545950.86,368242736.47,171544619.45
1986-06-30,23528452.63,7197778.39,86520178.33,39409317.01,5745577.75,28839359.78,49275720.97,30384699.23,52779639.22,18717390.47,11959685.72,37603932.49,1898180.86,446940.5,1410720.29,3189580.29,8192833.94,11322524.63,6356542.99,3824942.59,13390856.0,19221875.96,47674844.44,11393430.5,12133654.3,6349874.25,4597280.55,59179227.95,15386869.3,26642208.16,14002635.39,101551595.7,50736124.18,84244057.17,93956115.65,96201654.22,145883692.69,44362166.7,109901018.66,59529567.65,368236783.86,171500574.6
1986-07-31,23528907.11,7200569.17,86502867.49,39392027.43,5745105.99,28830373.07,49258415.9,30384320.58,52780669.25,18713452.19,11946025.28,37605057.74,1898104.75,448781.12,1410761.79,3193693.07,8192100.52,11326647.79,6356254.07,3824719.48,13391334.2,19217456.83,47647133.95,11389371.23,12130560.74,6340171.08,4587985.44,59156597.75,15384896.43,26638452.93,13999937.3,101471898.69,50699993.34,84162270.52,93869171.39,96136868.45,145771431.28,44352614.22,109887505.38,59518416.6,368219417.27,171481020.94
1986-08-31,23525046.74,7199709.48,86478914.92,39368256.62,5745423.81,28823894.98,49247252.47,30386160.63,52791046.82,18712446.74,11933798.99,37603388.84,1896682.3,447555.08,1410062.78,3191882.35,8192003.93,11324250.4,6356358.36,3824570.79,13393792.24,19217639.34,47619788.63,11385744.92,12125231.45,6332213.73,4578840.67,59133811.16,15376182.36,26626175.84,13998270.53,101407948.87,50669637.22,84093685.02,93795851.99,96088736.77,145653005.48,44345087.9,109881800.85,59506986.37,368178144.6,171458460.2
1986-09-30,23516115.28,7195234.2,86459432.63,39352324.21,5745235.46,28832186.79,49250431.61,30390757.79,52805739.3,18714513.72,11934200.73,37602818.23,1897192.22,447761.65,1410172.36,3194515.54,8200220.66,11329619.01,6356465.49,3826724.67,13397136.37,19227658.11,47614633.86,11391852.55,12131473.72,6334971.48,4578407.17,59128627.43,15368426.92,26617867.36,13998377.87,101390066.73,50664347.94,84069621.93,93769533.15,96077106.0,145611263.1,44340448.61,109873908.54,59508102.63,368162092.5,171459075.82
1986-10-31,23510524.54,7192766.08,86439071.23,39336139.6,5744045.92,28828531.7,49236513.77,30386000.18,52784628.92,18710483.03,11932322.25,37590512.39,1896189.0,446302.25,1409698.58,3192617.88,8197902.84,11323725.45,6355002.42,3824501.1,13391375.19,19223606.16,47606294.43,11390043.67,12125666.85,6330667.75,4574493.6,59120933.95,15361533.99,26610745.32,13997619.42,101377855.85,50656328.92,84024095.57,93758286.56,96062923.59,145579153.33,44336257.97,109874585.62,59516556.05,368207024.38,171449712.0
1986-11-30,23507402.06,7192040.28,86432100.04,39330923.25,5742967.0,28830503.37,49230635.53,30382160.4,52769395.79,18710529.78,11932984.64,37581692.04,1895348.48,444775.08,1408974.97,3190221.39,8196495.36,11318639.36,6354372.37,3822890.43,13388596.66,19221499.94,47604373.14,11389060.5,12119742.26,6326796.63,4571625.84,59113349.74,15355643.17,26605727.62,13997885.42,101373076.28,50658504.01,84001985.07,93766762.69,96052410.2,145586936.66,44331088.0,109873715.72,59525556.72,368259346.79,171444829.79
1986-12-31,23504332.2,7191082.77,86427289.82,39328071.48,5742098.67,28833890.44,49230353.31,30379884.95,52764808.82,18712244.39,11934983.56,37577624.41,1895016.15,444165.97,1408136.98,3189345.53,8198332.61,11316301.21,6354552.96,3822890.81,13389276.35,19222176.23,47607214.77,11390685.07,12118794.68,6326398.65,4571496.68,59108238.49,15351815.48,26605005.36,13998382.71,101377390.58,50667198.44,84036795.43,93801409.4,96047539.08,145603712.68,44328067.53,109867035.89,59533942.96,368319319.03,171446841.46
1987-01-31,23502734.45,7191513.65,86433888.2,39331954.44,5741876.12,28840716.79,49236849.42,30383980.01,52774851.41,18718020.09,11939639.98,37574798.78,1894312.87,443389.22,1407632.96,3188349.75,8202834.44,11314507.01,6354921.24,3823367.15,13391756.41,19226816.78,47613741.45,11394739.25,12120837.93,6329856.82,4576048.27,59105373.1,15349223.05,26605830.37,13999968.48,101388613.52,50680140.94,84051174.69,93816208.42,96048912.03,145631335.42,44329940.08,109871436.69,59547186.69,368400941.3,171455265.0
1987-02-28,23501232.37,7189068.29,86455859.49,39333591.48,5743850.08,28846775.62,49242811.81,30383959.88,52778549.39,18720205.45,11946482.26,37573511.04,1894327.0,443011.3,1406998.68,3187709.4,8207811.77,11313149.26,6354671.46,3823670.49,13392599.94,19228429.06,47622489.64,11397511.4,12122728.09,6336918.02,4583423.82,59108330.13,15348984.92,26608379.13,14002678.25,101403648.11,50697901.95,84041619.29,93793483.56,96065838.15,145663760.05,44334271.62,109889425.15,59563189.53,368490243.49,171469201.48
1987-03-31,23509151.07,7193434.9,86493063.29,39364202.03,5745087.1,28860353.83,49254434.76,30399405.38,52810625.13,18737720.4,11957491.23,37580798.58,1895166.16,443101.91,1406165.23,3187836.83,8212543.87,11313730.73,6354489.62,3824785.79,13399256.61,19243227.55,47634283.57,11406776.81,12133246.92,6347649.82,4592979.45,59115018.89,15352367.13,26613096.14,14004334.57,101431416.5,50722215.92,84057317.03,93801664.4,96090995.11,145694786.0,44339513.1,109911674.18,59577656.32,368581016.46,171490524.56
1987-04-30,23516283.22,7195937.07,86490325.26,39357400.76,5744608.72,28853204.99,49241437.41,30388092.32,52787772.07,18722261.91,11956295.95,37563439.15,1893378.08,443509.88,1403750.71,3185243.15,8205857.73,11308357.1,6352018.98,3822458.28,13392492.44,19230447.19,47636230.88,11399782.48,12125737.76,6341758.11,4589299.38,59113496.19,15348423.66,26608951.51,14005340.87,101416542.11,50728197.19,84052919.09,93787894.84,96057015.51,145603954.54,44339582.56,109915780.45,59589453.83,368637453.12,171479273.75
1987-05-31,23520594.57,7199473.06,86479592.08,39344865.29,5744141.24,28844095.9,49219163.22,30380983.46,52762992.73,18713269.2,11944782.92,37557304.24,1891131.89,443035.55,1402649.66,3182716.33,8195627.94,11303682.49,6351421.36,3820703.67,13389330.79,19214600.01,47635373.06,11390686.78,12112209.54,6326417.67,4579020.81,59107011.92,15341690.65,26601480.09,14005293.43,101376585.97,50711337.48,83992414.12,93732720.4,96016067.36,145464312.53,44330737.24,109910498.64,59583068.79,368619745.14,171456901.27
1987-06-30,23521677.57,7201195.35,86462044.01,39326838.65,5743715.99,28832556.48,49199085.47,30379854.03,52757629.12,18708941.01,11928870.52,37554369.24,1889976.76,443373.37,1402124.15,3182546.59,8188967.59,11302755.75,6350884.63,3819624.51,13389038.13,19208082.87,47625317.77,11386885.59,12106045.65,6315892.89,4567813.71,59086407.04,15336114.24,26592960.26,14002778.96,101315398.66,50675926.57,83929534.02,93676360.01,95975403.6,145352691.01,44319279.66,109903204.89,59576959.95,368623534.29,171427864.39
1987-07-31,23525178.05,7205079.12,86451551.0,39317751.71,5744163.45,28825699.7,49184949.46,30388001.75,52772470.44,18715057.37,11912624.59,37556333.18,1890025.03,444520.43,1402051.69,3184696.64,8185029.09,11305781.14,6350701.61,3819502.51,13392429.43,19213247.12,47610074.17,11389042.29,12106749.0,6307367.86,4556855.16,59068593.98,15333518.27,26585993.77,14002014.21,101249624.17,50636458.68,83879573.39,93642291.44,95945865.48,145271582.32,44317023.94,109907293.38,59575628.29,368633145.81,171413810.79
1987-08-31,23519586.62,7201116.92,86423256.45,39290499.71,5743568.82,28814757.81,49173161.53,30388152.12,52783077.59,18712871.41,11898227.78,37556820.01,1888920.27,443680.11,1401931.44,3183823.64,8183040.81,11307185.07,6350975.09,3820179.75,13395112.52,19213893.9,47587912.42,11388819.76,12105804.76,6298852.7,4545690.02,59047635.74,15327113.9,26575827.41,14000565.16,101189064.9,50601659.78,83810910.95,93604514.84,95920377.97,145167462.42,44316895.84,109916269.3,59572573.46,368628606.27,171393614.54
1987-09-30,23503443.62,7188706.24,86382437.22,39252613.27,5742467.27,28810870.24,49163864.64,30380645.21,52775111.4,18701227.96,11889119.99,37555629.84,1887762.88,442540.91,1401593.66,3182180.0,8182480.15,11305069.87,6350220.16,3820613.2,13392396.24,19209188.42,47572963.85,11385886.73,12102346.13,6297583.91,4538893.49,59034954.32,15320374.96,26566287.99,14000001.82,101152708.57,50582756.21,83751929.32,93569500.42,95895023.22,145081320.37,44312121.6,109906880.92,59564981.17,368599732.65,171378614.65
1987-10-31,23496639.28,7182660.33,86361272.47,39230397.27,5740709.86,28807022.07,49155858.51,30370819.38,52754086.21,18691660.37,11882295.57,37548406.19,1887528.33,442285.7,1401567.47,3182034.64,8181317.47,11301834.05,6348435.86,3819541.83,13386889.29,19201122.17,47561762.43,11382293.5,12097178.13,6295358.62,4535832.15,59028390.81,15315267.88,26562021.82,13994756.38,101136481.48,50567688.38,83733706.98,93564573.31,95884077.71,145091396.44,44303271.18,109897683.06,59566939.59,368647692.95,171373376.27
1987-11-30,23489964.75,7178360.0,86351777.66,39224637.79,5740005.81,28812012.57,49154640.19,30368391.98,52742956.27,18690945.65,11883409.15,37546421.44,1887856.14,441681.5,1401430.28,3182011.81,8184606.42,11301512.18,6348970.83,3819779.46,13386458.81,19198985.97,47565032.86,11382295.37,12096317.51,6297192.38,4536255.42,59026054.2,15308939.06,26557701.73,13995656.96,101147597.43,50572698.9,83740347.67,93581548.2,95878623.35,145105907.44,44299332.07,109897852.83,59572966.38,368701544.29,171378004.54
1987-12-31,23503801.89,7186447.05,86419152.98,39260714.27,5743278.87,28831858.79,49182781.05,30394441.08,52809847.93,18721153.42,11895462.52,37559319.13,1890407.94,441627.64,1402060.42,3183984.59,8194064.69,11305724.99,6351357.76,3822077.93,13398481.06,19227893.89,47588561.35,11401007.96,12113028.54,6310299.14,4543898.28,59036579.08,15310631.72,26562165.74,13996737.42,101175067.47,50581301.39,83737987.95,93592407.87,95869229.31,145115628.78,44290400.39,109883191.01,59578778.09,368757859.44,171409248.05
1988-01-31,23511576.57,7188824.08,86462729.95,39285563.94,5746927.82,28853417.52,49214029.64,30417877.91,52863290.53,18746160.65,11911120.21,37571407.53,1892241.46,441710.16,1403463.44,3185789.18,8205716.4,11311548.96,6353641.51,3824279.59,13406822.53,19255211.69,47620798.57,11419697.05,12128633.85,6319990.92,4553079.3,59055517.5,15313835.93,26570679.0,13998062.36,101206090.68,50592782.31,83731400.39,93595393.24,95864339.76,145129274.95,44285540.47,109881750.06,59587871.67,368824596.63,171442153.3
1988-02-29,23500584.65,7177602.96,86445729.75,39262696.12,5744603.28,28847566.01,49211144.36,30392005.07,52809474.15,18722803.13,11918126.59,37562380.6,1891091.07,441659.95,1402767.9,3184140.09,8210507.62,11309442.76,6352659.96,3822647.45,13394885.25,19237392.32,47625869.73,11407700.3,12119645.18,6319030.29,4554420.64,59056558.72,15311382.7,26571455.32,13998467.14,101217099.59,50599878.42,83687858.94,93556467.23,95840068.66,145120663.81,44278094.12,109883065.19,59599746.95,368898347.7,171432519.84
1988-03-31,23504100.38,7181730.16,86439480.1,39258639.55,5743073.73,28847045.1,49197504.16,30382056.76,52771643.25,18709866.32,11917343.14,37556051.16,1890962.61,443277.43,1400298.26,3183758.79,8209442.41,11306341.55,6350247.79,3821111.55,13387485.48,19222339.6,47623355.78,11397049.0,12110534.21,6316077.8,4553296.42,59050736.66,15307751.56,26569019.04,13998219.7,101216606.81,50603139.24,83689544.29,93547749.77,95827600.41,145061721.28,44275336.44,109886547.97,59612349.94,368964609.79,171423452.62
1988-04-30,23517588.04,7192689.79,86455887.08,39276626.98,5741793.34,28851379.39,49192154.91,30392396.51,52783516.39,18716124.84,11918507.87,37553073.12,1891915.8,444408.38,1400136.37,3185677.26,8210176.33,11307844.41,6348988.4,3820780.18,13388724.28,19224987.89,47624095.71,11396999.53,12111064.69,6316361.16,4555974.12,59048395.96,15306324.93,26569009.25,13999080.22,101218587.04,50606943.41,83712737.26,93559955.28,95830951.99,145053409.66,44278001.42,109894539.35,59623482.68,369032369.77,171426415.71
1988-05-31,23520721.86,7193671.09,86456769.82,39274059.83,5742599.62,28846081.04,49178290.67,30392834.75,52778292.55,18715525.9,11914259.78,37550006.38,1889093.77,442563.3,1398210.77,3180191.9,8201015.11,11299832.55,6348756.45,3819972.32,13389681.73,19218716.5,47621969.03,11392561.68,12099068.09,6301446.36,4548815.94,59041873.5,15299975.3,26564099.34,13998466.49,101185464.87,50586202.11,83698862.64,93504715.3,95782490.31,144915880.6,44272714.19,109876082.63,59594981.83,368937106.32,171413679.13
1988-06-30,23518991.83,7191395.85,86442695.56,39253018.82,5743179.78,28834617.36,49159924.03,30391201.05,52771084.43,18711612.75,11903018.56,37548416.42,1887788.12,443332.92,1396678.32,3179634.17,8196206.15,11299263.76,6347657.9,3818923.12,13389168.5,19214117.61,47608589.92,11389781.34,12091553.52,6288398.07,4540616.62,59018538.19,15293258.64,26555321.11,13995337.35,101131456.43,50545956.51,83683580.14,93465242.5,95724956.0,144814001.9,44264607.16,109865009.85,59574858.68,368893568.75,171386259.58
1988-07-31,23524132.69,7195054.06,86436557.5,39239130.09,5743086.4,28828318.37,49148601.94,30397116.28,52781889.39,18714898.36,11888520.08,37553953.95,1887738.24,444681.35,1396549.46,3182396.27,8196638.58,11304529.95,6347352.78,3819642.97,13393658.32,19217894.33,47583981.83,11391282.52,12091743.48,6275656.96,4531259.13,58976563.72,15290181.4,26547842.16,13992441.05,101059372.67,50488273.3,83664063.97,93435570.06,95668941.01,144717501.44,44259862.42,109859654.0,59558044.76,368850814.42,171359865.71
1988-08-31,23521270.84,7191599.13,86418775.27,39215597.1,5741341.43,28817805.18,49137276.44,30397336.1,52788251.14,18713477.46,11875581.51,37553953.45,1885929.46,443399.0,1395601.8,3179935.52,8195687.69,11304706.87,6347156.06,3820075.1,13396544.31,19219663.59,47555844.17,11390273.27,12089413.59,6266785.78,4523214.73,58936403.15,15282146.44,26536876.41,13990983.02,101001167.53,50446157.22,83637509.19,93399029.09,95632777.15,144605938.56,44257468.58,109862472.18,59548800.78,368807939.58,171335624.18
1988-09-30,23509615.21,7181437.2,86388300.88,39182058.74,5739644.68,28814686.01,49131027.25,30391647.57,52784896.54,18704107.56,11867141.69,37552721.57,1884694.71,442719.78,1394959.77,3178774.34,8197175.22,11304241.67,6345988.03,3820376.91,13394506.2,19217787.03,47537415.95,11388599.96,12087323.71,6266607.22,4518407.01,58917017.96,15275807.38,26528088.83,13990827.29,100963082.57,50421957.44,83616266.44,93353674.31,95576280.36,144510919.81,44251735.01,109849869.61,59537151.89,368741085.78,171322237.36
1988-10-31,23502781.19,7175535.4,86364382.16,39161085.28,5738267.12,28809487.57,49122022.76,30382825.63,52766049.77,18694536.17,11859151.59,37544747.71,1883731.73,442091.0,1394893.24,3178204.03,8196027.01,11300942.85,6344669.3,3819193.44,13388590.29,19209473.4,47522707.19,11385577.62,12082031.77,6263422.41,4513315.47,58905790.15,15269774.3,26520892.45,13989690.15,100936137.93,50406077.34,83568665.96,93322482.83,95537812.67,144479932.31,44238758.31,109842251.0,59537095.33,368778153.45,171311658.02
1988-11-30,23506325.56,7177682.15,86385569.52,39175409.22,5738793.06,28818702.43,49131900.22,30391684.87,52784999.22,18705640.16,11864197.73,37547165.47,1885748.23,441328.8,1395399.68,3179450.93,8204264.04,11303036.42,6346248.75,3820701.12,13393854.32,19218437.95,47527932.38,11391228.84,12086998.76,6270992.01,4516746.66,58904018.21,15264419.83,26518800.64,13990561.19,100954888.11,50410554.67,83577135.19,93337113.43,95539191.67,144498725.85,44233915.5,109839649.74,59541473.54,368819135.12,171325531.3
1988-12-31,23506947.13,7176985.44,86393204.19,39179899.96,5737888.39,28826067.99,49143460.65,30393952.28,52793012.75,18710131.04,11869290.36,37549463.4,1886117.44,441014.47,1395717.2,3179498.45,8211756.14,11303945.37,6347611.61,3821481.19,13394946.92,19223714.79,47538777.92,11395298.24,12091054.96,6278706.82,4521710.85,58907207.21,15261777.73,26520284.51,13991809.5,100986298.51,50417305.56,83593759.5,93358064.53,95554773.54,144530226.27,44233599.1,109844582.13,59550304.09,368875193.09,171343547.6
